time,mode,action,moved_wid,from_idx,to_idx,drag_dist,scroll_pos,inversion_count,is_error_move,order_snapshot
0.010,상남자 (40개),INIT,0,0,0,0,0,422,0,17|40|4|27|28|38|26|35|36|8|6|19|33|18|5|15|9|25|39|7|10|32|21|3|30|20|14|1|29|34|31|24|11|23|2|22|16|12|13|37
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.199,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.200,상남자 (40개),MOVE,1,0,1,1,0,5,0,
30.203,상남자 (40개),END,0,0,0,0,0,0,0,3|15|20|37|14|32|4|39|29|23|5|13|36|40|18|34|38|12|1|11|9|25|31|27|33|10|7|8|22|17|30|26|24|28|19|35|6|16|2|21
